,class
30604,GALAXY
45618,GALAXY
98276,GALAXY
87955,GALAXY
94714,QSO
73498,GALAXY
35341,QSO
11376,GALAXY
23515,GALAXY
57740,QSO
70843,QSO
86545,QSO
93148,GALAXY
9873,GALAXY
24191,QSO
66103,STAR
3199,GALAXY
2532,GALAXY
87501,GALAXY
53137,GALAXY
5733,QSO
70108,QSO
42800,QSO
84020,GALAXY
20038,GALAXY
40638,GALAXY
3622,STAR
59525,QSO
40535,GALAXY
95083,GALAXY
97550,GALAXY
73527,QSO
12555,QSO
55532,GALAXY
54713,GALAXY
92040,QSO
16439,GALAXY
90629,STAR
24107,STAR
57169,GALAXY
65076,STAR
23603,GALAXY
21595,GALAXY
83843,GALAXY
7631,GALAXY
98557,GALAXY
65940,GALAXY
61032,GALAXY
97319,QSO
15646,GALAXY
41786,STAR
36663,GALAXY
23868,QSO
98673,GALAXY
99375,GALAXY
56910,STAR
81378,GALAXY
28294,STAR
86282,GALAXY
74474,GALAXY
92735,STAR
82413,STAR
29888,GALAXY
14081,GALAXY
48085,GALAXY
201,STAR
7957,GALAXY
87377,STAR
47513,GALAXY
25356,GALAXY
87275,GALAXY
6893,QSO
87098,QSO
90125,STAR
34152,GALAXY
89278,GALAXY
34720,QSO
57461,GALAXY
74416,GALAXY
24197,GALAXY
37808,QSO
78342,GALAXY
84381,GALAXY
61828,GALAXY
9370,STAR
78720,STAR
70164,GALAXY
55882,STAR
72300,GALAXY
53381,QSO
56702,GALAXY
98872,STAR
25011,GALAXY
96624,GALAXY
64735,STAR
8838,GALAXY
7488,GALAXY
74282,STAR
89612,GALAXY
86868,QSO
28442,GALAXY
34248,GALAXY
50630,GALAXY
88961,STAR
75711,GALAXY
17830,GALAXY
35070,QSO
8391,STAR
58693,GALAXY
68403,GALAXY
91438,QSO
79465,STAR
3926,STAR
67262,STAR
79914,GALAXY
75404,GALAXY
1950,GALAXY
46272,GALAXY
40114,GALAXY
29859,STAR
19982,GALAXY
39919,STAR
76641,GALAXY
38769,GALAXY
20687,GALAXY
55549,GALAXY
70210,GALAXY
88031,GALAXY
28258,GALAXY
35667,STAR
67651,GALAXY
12530,GALAXY
55220,QSO
2215,QSO
19935,GALAXY
37492,GALAXY
80424,GALAXY
31481,QSO
86197,GALAXY
99575,QSO
93410,GALAXY
93159,GALAXY
36101,STAR
3379,QSO
30759,STAR
48335,GALAXY
17593,QSO
41468,QSO
58120,GALAXY
31018,STAR
4334,GALAXY
89478,QSO
86404,GALAXY
46297,GALAXY
69225,GALAXY
6525,GALAXY
21318,GALAXY
68352,QSO
88962,GALAXY
53189,GALAXY
75315,GALAXY
61619,STAR
35449,GALAXY
52310,GALAXY
4728,GALAXY
88313,GALAXY
14587,GALAXY
54716,GALAXY
10505,GALAXY
3027,GALAXY
83004,GALAXY
55034,STAR
70501,GALAXY
88489,GALAXY
67308,QSO
88688,GALAXY
87229,GALAXY
79127,STAR
97265,GALAXY
62018,GALAXY
71782,STAR
51865,QSO
94583,STAR
70866,QSO
52604,STAR
85273,STAR
42358,GALAXY
9448,GALAXY
6586,QSO
68797,GALAXY
51776,STAR
6540,QSO
30034,STAR
46255,GALAXY
63571,STAR
17731,STAR
23622,STAR
42549,GALAXY
40306,GALAXY
87276,GALAXY
66775,STAR
54682,QSO
47044,GALAXY
31907,GALAXY
51999,STAR
45178,GALAXY
15527,STAR
52800,STAR
90583,GALAXY
21988,GALAXY
67138,GALAXY
54314,GALAXY
85388,STAR
77335,STAR
55909,GALAXY
67051,GALAXY
94151,STAR
30548,GALAXY
53511,STAR
84532,GALAXY
48527,GALAXY
41238,GALAXY
61150,STAR
40134,GALAXY
40602,GALAXY
25652,GALAXY
94945,GALAXY
73524,GALAXY
22984,QSO
67295,STAR
11162,STAR
40719,GALAXY
665,GALAXY
48580,QSO
97020,GALAXY
76367,QSO
74268,GALAXY
16396,STAR
71229,GALAXY
67840,GALAXY
39818,GALAXY
14414,GALAXY
54254,GALAXY
86453,GALAXY
29866,QSO
59635,GALAXY
62835,GALAXY
73582,GALAXY
85713,GALAXY
94898,GALAXY
81829,GALAXY
18749,GALAXY
61980,GALAXY
70115,GALAXY
43293,GALAXY
69485,GALAXY
34038,QSO
53264,GALAXY
72042,GALAXY
56765,GALAXY
59577,GALAXY
9970,GALAXY
69430,STAR
82996,QSO
6074,QSO
48039,GALAXY
80158,STAR
92340,GALAXY
20918,GALAXY
81842,GALAXY
60315,GALAXY
1604,GALAXY
9907,GALAXY
58661,GALAXY
26602,GALAXY
26743,STAR
48239,GALAXY
1614,STAR
69331,GALAXY
71022,STAR
89660,GALAXY
29277,GALAXY
45922,GALAXY
90438,QSO
11234,GALAXY
90884,STAR
23677,STAR
87959,QSO
325,GALAXY
90187,GALAXY
81303,GALAXY
66437,QSO
50727,STAR
75106,STAR
79767,GALAXY
46132,GALAXY
65599,QSO
369,GALAXY
69239,GALAXY
91838,GALAXY
36844,QSO
36680,STAR
85386,GALAXY
41461,STAR
25755,GALAXY
79054,GALAXY
18162,GALAXY
49028,STAR
69231,GALAXY
12628,GALAXY
72000,QSO
37494,GALAXY
78398,QSO
63227,QSO
36889,GALAXY
42509,QSO
80981,STAR
24656,STAR
96263,GALAXY
52785,GALAXY
55236,GALAXY
52411,GALAXY
69195,STAR
71919,QSO
11251,GALAXY
72602,GALAXY
98804,GALAXY
75445,GALAXY
99230,GALAXY
40724,GALAXY
21809,STAR
43689,QSO
18694,QSO
32305,GALAXY
65507,GALAXY
64683,QSO
62237,GALAXY
74240,GALAXY
74298,GALAXY
76583,GALAXY
71265,GALAXY
92959,QSO
47418,GALAXY
1385,STAR
44725,GALAXY
55107,GALAXY
59706,GALAXY
14404,GALAXY
56691,QSO
8200,GALAXY
64875,GALAXY
74487,GALAXY
63144,GALAXY
46844,GALAXY
73306,GALAXY
17556,STAR
22229,GALAXY
6213,GALAXY
49331,GALAXY
90452,STAR
47618,GALAXY
92796,QSO
84107,QSO
8859,QSO
80634,STAR
67431,GALAXY
74029,QSO
10631,GALAXY
54516,GALAXY
52844,GALAXY
42740,GALAXY
56389,STAR
23349,GALAXY
4187,GALAXY
34629,QSO
82517,GALAXY
67199,GALAXY
71625,GALAXY
12305,STAR
18062,STAR
76488,GALAXY
16320,STAR
79582,GALAXY
33051,STAR
11274,GALAXY
17059,STAR
57527,GALAXY
72043,GALAXY
96036,GALAXY
81428,GALAXY
51307,GALAXY
77726,STAR
4257,GALAXY
82177,GALAXY
73762,QSO
31081,STAR
47430,QSO
28206,STAR
11503,STAR
44499,STAR
52724,GALAXY
72916,GALAXY
10267,STAR
99507,GALAXY
74561,QSO
99597,GALAXY
65431,STAR
39800,STAR
28590,GALAXY
19604,GALAXY
40334,GALAXY
82437,QSO
87146,GALAXY
53992,QSO
67312,QSO
42465,GALAXY
6082,GALAXY
2554,GALAXY
65443,GALAXY
73622,QSO
23596,STAR
65993,GALAXY
47600,GALAXY
18765,GALAXY
73003,GALAXY
53185,STAR
99988,GALAXY
83224,QSO
37279,GALAXY
80425,GALAXY
24716,GALAXY
74610,STAR
90934,STAR
75793,GALAXY
72061,STAR
78184,GALAXY
649,STAR
91861,GALAXY
27816,STAR
75049,GALAXY
73393,GALAXY
47524,GALAXY
71698,GALAXY
56560,GALAXY
37568,GALAXY
33152,QSO
48622,GALAXY
29829,GALAXY
66682,GALAXY
27381,GALAXY
75515,STAR
34469,STAR
29418,GALAXY
54737,GALAXY
55493,GALAXY
34388,GALAXY
57774,QSO
58903,QSO
18241,GALAXY
66415,GALAXY
16104,GALAXY
6060,GALAXY
6647,STAR
838,GALAXY
81381,QSO
23760,STAR
213,GALAXY
3858,GALAXY
976,QSO
21938,GALAXY
24396,STAR
31187,STAR
40278,GALAXY
85624,QSO
25757,GALAXY
13275,QSO
28947,STAR
80227,STAR
9017,GALAXY
35903,QSO
99558,GALAXY
14415,GALAXY
57332,STAR
38410,GALAXY
59668,GALAXY
26790,STAR
52426,GALAXY
17387,QSO
29934,STAR
14971,GALAXY
40781,STAR
63473,GALAXY
87779,QSO
98237,STAR
6517,STAR
39193,GALAXY
41929,GALAXY
34048,QSO
69441,GALAXY
99993,GALAXY
54325,GALAXY
36041,STAR
16609,GALAXY
84212,GALAXY
80590,QSO
91101,GALAXY
44285,GALAXY
60511,GALAXY
84517,QSO
89886,GALAXY
32454,STAR
57200,GALAXY
220,GALAXY
35574,QSO
74362,GALAXY
57428,GALAXY
50768,STAR
28192,GALAXY
23629,QSO
54105,GALAXY
79322,GALAXY
11894,GALAXY
34342,GALAXY
99240,GALAXY
23021,GALAXY
89481,GALAXY
11945,QSO
22822,QSO
26913,GALAXY
13685,GALAXY
38237,GALAXY
27923,GALAXY
67011,QSO
6701,GALAXY
19548,GALAXY
40387,QSO
22804,GALAXY
91472,GALAXY
76455,QSO
75003,GALAXY
64712,GALAXY
6463,QSO
42742,GALAXY
58960,GALAXY
32719,GALAXY
32464,QSO
59739,QSO
43314,GALAXY
96617,GALAXY
49085,GALAXY
41933,GALAXY
80162,GALAXY
39344,GALAXY
26985,GALAXY
88493,STAR
73556,GALAXY
44543,GALAXY
89346,QSO
37338,GALAXY
77161,GALAXY
45810,GALAXY
1116,GALAXY
18837,GALAXY
30468,STAR
43068,GALAXY
26181,GALAXY
69589,QSO
43185,GALAXY
62657,GALAXY
57243,QSO
94218,GALAXY
82361,GALAXY
27685,GALAXY
56920,GALAXY
84007,STAR
16916,GALAXY
77031,GALAXY
79670,GALAXY
29307,STAR
93877,QSO
69202,GALAXY
13698,GALAXY
61644,GALAXY
58695,GALAXY
94650,GALAXY
97774,GALAXY
82003,STAR
4199,QSO
64505,STAR
90172,STAR
13205,GALAXY
18489,GALAXY
40937,STAR
42310,STAR
1969,GALAXY
22020,STAR
27443,GALAXY
31255,GALAXY
99472,GALAXY
49344,QSO
11026,GALAXY
13591,GALAXY
52592,GALAXY
70347,QSO
17985,GALAXY
99325,GALAXY
88700,GALAXY
10489,GALAXY
33105,GALAXY
47687,STAR
66334,GALAXY
11326,GALAXY
44834,GALAXY
43881,GALAXY
12158,GALAXY
33357,STAR
64319,GALAXY
14565,GALAXY
68759,STAR
87110,STAR
6095,GALAXY
95460,GALAXY
38057,STAR
99479,GALAXY
98988,GALAXY
10832,STAR
63422,STAR
19338,STAR
53526,GALAXY
25982,GALAXY
85328,GALAXY
10486,STAR
69772,STAR
95915,GALAXY
8941,QSO
97283,GALAXY
44692,GALAXY
31160,GALAXY
53427,GALAXY
56551,QSO
39479,GALAXY
34355,STAR
80973,STAR
85728,STAR
69964,QSO
74182,GALAXY
53648,STAR
11706,GALAXY
44126,GALAXY
12001,QSO
51944,GALAXY
90501,STAR
55285,GALAXY
28011,STAR
6580,GALAXY
28467,GALAXY
65096,STAR
29064,GALAXY
12029,GALAXY
18817,GALAXY
59900,GALAXY
38814,GALAXY
51908,QSO
44876,GALAXY
70796,STAR
2360,GALAXY
12065,GALAXY
1080,QSO
81776,GALAXY
21421,STAR
56386,QSO
65841,GALAXY
81296,GALAXY
31403,GALAXY
4299,STAR
5681,GALAXY
66808,GALAXY
23264,QSO
2716,GALAXY
47401,GALAXY
66167,GALAXY
26627,GALAXY
51147,QSO
44454,GALAXY
45806,QSO
80271,STAR
83939,GALAXY
98951,GALAXY
64590,STAR
89711,GALAXY
28891,STAR
48555,GALAXY
81975,STAR
70356,GALAXY
54582,GALAXY
56203,GALAXY
6513,QSO
68663,STAR
22380,STAR
59595,GALAXY
61816,STAR
78424,QSO
46576,GALAXY
93376,GALAXY
70040,GALAXY
2676,QSO
28982,GALAXY
88390,STAR
46444,GALAXY
59423,GALAXY
22635,GALAXY
71459,GALAXY
45710,STAR
37951,GALAXY
76763,GALAXY
97630,QSO
13865,GALAXY
83068,QSO
24827,QSO
63697,GALAXY
49236,QSO
75973,STAR
67780,GALAXY
5893,GALAXY
43500,GALAXY
81808,GALAXY
24363,STAR
65727,GALAXY
13511,GALAXY
95407,STAR
76927,GALAXY
94856,GALAXY
50388,GALAXY
46079,STAR
66029,GALAXY
49391,STAR
89710,GALAXY
31694,QSO
93081,GALAXY
89085,GALAXY
12086,GALAXY
50848,GALAXY
49742,STAR
97327,STAR
68569,GALAXY
97255,QSO
27133,GALAXY
78557,GALAXY
30918,GALAXY
70017,GALAXY
55410,STAR
763,GALAXY
71047,STAR
6088,QSO
29078,GALAXY
83731,QSO
17756,QSO
90607,QSO
86865,STAR
43376,GALAXY
55815,GALAXY
20995,GALAXY
23436,STAR
63857,GALAXY
28901,GALAXY
86146,STAR
99526,GALAXY
8804,STAR
27821,GALAXY
81495,QSO
12195,STAR
3164,QSO
36829,GALAXY
79885,GALAXY
70644,GALAXY
53350,STAR
49745,STAR
19975,QSO
11183,STAR
130,GALAXY
47667,GALAXY
79586,GALAXY
34167,STAR
86420,STAR
29570,GALAXY
85780,QSO
68158,GALAXY
62710,GALAXY
68413,GALAXY
77967,GALAXY
87390,QSO
57582,GALAXY
77058,STAR
67196,STAR
40957,STAR
62812,GALAXY
64489,GALAXY
26883,GALAXY
5136,STAR
33970,QSO
57976,STAR
35822,GALAXY
10888,GALAXY
993,GALAXY
46932,GALAXY
53492,STAR
49133,QSO
28063,QSO
99035,GALAXY
86880,GALAXY
2625,GALAXY
56841,QSO
41480,STAR
845,GALAXY
22241,GALAXY
8339,GALAXY
45395,QSO
52632,QSO
15618,GALAXY
54832,GALAXY
96564,STAR
85340,GALAXY
41001,GALAXY
65759,STAR
83576,GALAXY
59375,GALAXY
20321,GALAXY
94476,QSO
94402,GALAXY
10931,QSO
51040,QSO
67914,STAR
70723,QSO
78042,GALAXY
2483,STAR
28009,STAR
34527,GALAXY
69276,STAR
58613,GALAXY
37031,GALAXY
63554,STAR
74612,GALAXY
27745,GALAXY
56465,STAR
6795,GALAXY
4454,GALAXY
87843,STAR
80407,GALAXY
7816,QSO
41,GALAXY
54079,QSO
52974,GALAXY
25885,GALAXY
79286,GALAXY
50740,GALAXY
28399,GALAXY
63063,GALAXY
33120,GALAXY
49251,QSO
79016,STAR
35427,QSO
64558,GALAXY
10403,STAR
85390,STAR
39932,STAR
57157,STAR
92937,GALAXY
64976,GALAXY
40941,QSO
68539,GALAXY
79542,GALAXY
24788,STAR
38754,STAR
74481,STAR
29146,GALAXY
77664,QSO
28581,GALAXY
14767,STAR
16242,GALAXY
52609,QSO
10750,STAR
9189,GALAXY
84396,GALAXY
92518,QSO
94012,GALAXY
10065,GALAXY
97556,STAR
66644,QSO
95241,STAR
73733,GALAXY
93803,GALAXY
34298,QSO
9489,GALAXY
16418,GALAXY
32053,QSO
59845,GALAXY
46145,GALAXY
67474,QSO
88404,GALAXY
46165,GALAXY
69427,GALAXY
31790,GALAXY
72229,GALAXY
90170,QSO
29310,STAR
41899,STAR
58309,GALAXY
9702,STAR
18291,GALAXY
40370,GALAXY
12546,GALAXY
25958,GALAXY
5248,QSO
88869,QSO
58417,QSO
63592,QSO
85938,STAR
95517,GALAXY
66111,STAR
59037,GALAXY
22912,STAR
50695,GALAXY
36181,GALAXY
84936,GALAXY
13500,GALAXY
57938,GALAXY
30202,GALAXY
63663,GALAXY
97026,QSO
58359,GALAXY
33415,GALAXY
77475,QSO
92896,GALAXY
45140,GALAXY
19924,GALAXY
89057,GALAXY
13442,GALAXY
54707,QSO
78363,STAR
31057,GALAXY
59897,GALAXY
97262,QSO
83161,STAR
46419,STAR
46891,QSO
3726,GALAXY
93260,GALAXY
64443,GALAXY
5454,STAR
17324,GALAXY
48021,QSO
77167,QSO
86041,GALAXY
65613,QSO
4008,GALAXY
94667,GALAXY
98072,GALAXY
64886,QSO
8494,GALAXY
99437,QSO
28054,STAR
9575,GALAXY
68289,STAR
56293,QSO
8614,STAR
83967,QSO
73307,GALAXY
24004,GALAXY
31,GALAXY
83461,STAR
72316,STAR
92876,GALAXY
5518,STAR
23938,GALAXY
56030,GALAXY
63659,GALAXY
40881,GALAXY
92055,GALAXY
91552,GALAXY
35776,QSO
84137,STAR
13242,GALAXY
22525,STAR
31253,STAR
74226,GALAXY
17142,GALAXY
93126,GALAXY
11070,QSO
42499,GALAXY
17144,GALAXY
31205,GALAXY
62453,GALAXY
34194,STAR
1755,GALAXY
50769,STAR
78488,GALAXY
10052,GALAXY
44149,GALAXY
62547,GALAXY
2851,QSO
59723,GALAXY
78267,STAR
57712,GALAXY
95450,GALAXY
93878,QSO
28047,GALAXY
2312,GALAXY
39650,QSO
12031,GALAXY
38245,GALAXY
35983,QSO
97388,GALAXY
30558,GALAXY
30820,GALAXY
13909,GALAXY
53724,GALAXY
4598,GALAXY
82065,STAR
68386,GALAXY
70882,GALAXY
89241,GALAXY
88234,GALAXY
7581,GALAXY
49772,GALAXY
9614,STAR
48972,STAR
23379,QSO
76477,GALAXY
7290,QSO
19417,GALAXY
35302,GALAXY
67521,GALAXY
90293,GALAXY
81752,QSO
96323,GALAXY
47818,GALAXY
56481,GALAXY
95817,GALAXY
30306,GALAXY
39018,STAR
89582,GALAXY
41318,GALAXY
66299,GALAXY
70088,GALAXY
93618,QSO
49950,STAR
69718,GALAXY
22654,GALAXY
91852,GALAXY
22255,GALAXY
74300,GALAXY
41412,GALAXY
55054,STAR
33899,GALAXY
7875,QSO
86313,GALAXY
9242,GALAXY
34800,QSO
85507,GALAXY
64765,GALAXY
98668,STAR
65630,GALAXY
79005,GALAXY
94244,QSO
79355,QSO
19280,GALAXY
96174,STAR
5025,QSO
94568,STAR
18827,STAR
57864,QSO
24522,GALAXY
77210,GALAXY
26797,GALAXY
66455,GALAXY
45957,QSO
67555,GALAXY
69841,GALAXY
97948,QSO
50439,GALAXY
6787,GALAXY
17567,STAR
62692,STAR
30036,QSO
88419,STAR
18146,GALAXY
29651,GALAXY
57866,GALAXY
18440,GALAXY
32420,QSO
2451,STAR
91785,STAR
69363,GALAXY
85625,QSO
81983,GALAXY
41528,STAR
292,GALAXY
82535,STAR
67496,STAR
92173,STAR
88037,QSO
55247,GALAXY
38713,GALAXY
83402,GALAXY
75073,STAR
97428,QSO
38723,QSO
33249,STAR
92325,GALAXY
46739,STAR
36110,GALAXY
67406,QSO
90429,GALAXY
64138,STAR
80568,STAR
8255,QSO
3499,GALAXY
99140,GALAXY
5904,QSO
75902,STAR
39635,QSO
90748,STAR
23082,GALAXY
68379,GALAXY
93219,GALAXY
32655,STAR
30266,QSO
353,GALAXY
93752,QSO
73716,GALAXY
99653,QSO
77338,STAR
45217,GALAXY
22063,STAR
36177,STAR
78759,GALAXY
92697,GALAXY
88859,STAR
68170,QSO
20832,GALAXY
29582,GALAXY
41488,QSO
58425,QSO
46187,GALAXY
34919,GALAXY
28911,QSO
77474,QSO
37168,STAR
70662,QSO
12924,STAR
77469,GALAXY
37326,GALAXY
82312,GALAXY
89578,GALAXY
43226,GALAXY
35702,GALAXY
44280,QSO
7431,GALAXY
58585,GALAXY
21435,QSO
54223,GALAXY
41123,GALAXY
93525,GALAXY
28424,STAR
48452,QSO
17009,QSO
71562,GALAXY
50054,GALAXY
7946,GALAXY
81803,GALAXY
99835,GALAXY
87050,GALAXY
36447,GALAXY
59060,GALAXY
65608,GALAXY
44449,GALAXY
93012,QSO
53982,QSO
96315,GALAXY
72781,QSO
78246,GALAXY
45743,GALAXY
28946,GALAXY
5326,GALAXY
79639,QSO
4298,GALAXY
54466,STAR
5350,GALAXY
83208,GALAXY
30856,GALAXY
84838,QSO
40661,STAR
32220,GALAXY
58160,GALAXY
44011,GALAXY
16246,GALAXY
17216,GALAXY
12612,STAR
1277,GALAXY
37805,QSO
28223,GALAXY
14673,GALAXY
85366,QSO
93144,QSO
14354,GALAXY
46053,GALAXY
97720,GALAXY
54573,GALAXY
25810,GALAXY
75741,GALAXY
75322,GALAXY
70657,GALAXY
75701,GALAXY
81689,STAR
85042,QSO
80643,GALAXY
83470,STAR
71156,GALAXY
3625,GALAXY
41348,GALAXY
71428,GALAXY
26608,QSO
60718,GALAXY
77509,STAR
88566,QSO
64311,GALAXY
38435,STAR
20053,GALAXY
11994,STAR
45264,GALAXY
39910,QSO
39,GALAXY
81255,GALAXY
79463,STAR
44398,GALAXY
62307,STAR
23777,STAR
53877,STAR
21243,GALAXY
30010,STAR
79753,GALAXY
61383,GALAXY
31735,STAR
70191,STAR
68097,GALAXY
28261,GALAXY
56706,GALAXY
16671,GALAXY
49390,GALAXY
89727,GALAXY
22111,QSO
70916,GALAXY
28413,GALAXY
67821,QSO
60682,GALAXY
76845,QSO
46488,GALAXY
45348,GALAXY
59186,GALAXY
16149,GALAXY
63050,GALAXY
74559,STAR
87935,STAR
60811,GALAXY
45002,GALAXY
62660,QSO
6176,STAR
88262,QSO
61346,STAR
72186,GALAXY
65798,STAR
43748,GALAXY
13899,GALAXY
97912,GALAXY
84941,STAR
61067,QSO
11201,STAR
52663,QSO
28944,GALAXY
52498,GALAXY
36384,GALAXY
51164,STAR
64126,STAR
32844,GALAXY
78857,GALAXY
70158,STAR
82443,GALAXY
40740,STAR
63848,GALAXY
82603,GALAXY
11221,STAR
91386,GALAXY
28752,STAR
6466,QSO
4000,GALAXY
91256,STAR
51762,QSO
67363,QSO
14597,STAR
31930,STAR
39603,GALAXY
5458,GALAXY
23935,GALAXY
10772,GALAXY
9729,GALAXY
35920,GALAXY
11756,STAR
86642,QSO
88610,STAR
71035,GALAXY
70992,QSO
78007,GALAXY
5620,GALAXY
84885,GALAXY
2887,GALAXY
73981,GALAXY
28489,QSO
62548,GALAXY
36348,GALAXY
743,GALAXY
26423,GALAXY
66160,STAR
49818,STAR
74639,GALAXY
35567,QSO
38462,GALAXY
81372,QSO
24614,GALAXY
48025,QSO
24164,QSO
34748,STAR
73511,STAR
44387,GALAXY
41202,GALAXY
27032,QSO
78095,STAR
19763,QSO
32765,GALAXY
62867,GALAXY
33538,STAR
27953,QSO
33794,GALAXY
86347,GALAXY
88231,GALAXY
78943,GALAXY
96149,GALAXY
39878,STAR
88252,GALAXY
16506,GALAXY
80551,QSO
91269,GALAXY
41657,GALAXY
10103,QSO
90360,GALAXY
4224,QSO
81927,GALAXY
14184,GALAXY
99556,GALAXY
91285,GALAXY
22764,STAR
96254,GALAXY
59220,GALAXY
90965,GALAXY
31260,GALAXY
95987,GALAXY
49387,STAR
19478,GALAXY
82004,STAR
69130,GALAXY
75797,GALAXY
76034,GALAXY
24695,STAR
97666,STAR
31196,QSO
77946,QSO
94550,GALAXY
55710,GALAXY
83904,GALAXY
72881,STAR
65275,GALAXY
96510,GALAXY
23591,QSO
50469,QSO
59259,GALAXY
72455,GALAXY
27590,GALAXY
3254,QSO
77671,QSO
59558,GALAXY
17969,GALAXY
18163,GALAXY
41785,STAR
54382,GALAXY
64179,GALAXY
21113,GALAXY
87966,GALAXY
69936,STAR
31614,GALAXY
37958,GALAXY
36061,GALAXY
13866,GALAXY
69577,GALAXY
18436,GALAXY
24628,QSO
36263,GALAXY
28972,QSO
84143,STAR
62,GALAXY
47179,STAR
38495,GALAXY
84099,QSO
52354,GALAXY
9815,QSO
16343,GALAXY
44898,GALAXY
29986,STAR
77254,GALAXY
56628,STAR
37620,QSO
67227,STAR
43313,GALAXY
7051,GALAXY
26272,QSO
78245,GALAXY
37354,STAR
2097,GALAXY
63539,STAR
82165,GALAXY
61140,GALAXY
41367,STAR
79727,GALAXY
66287,STAR
71882,STAR
39620,STAR
56130,STAR
2708,QSO
81609,STAR
35799,GALAXY
88395,GALAXY
9054,GALAXY
5776,GALAXY
96550,QSO
73786,GALAXY
44619,QSO
43007,GALAXY
91557,QSO
77910,STAR
88523,STAR
73411,GALAXY
55433,GALAXY
42165,STAR
68262,QSO
95927,GALAXY
44107,STAR
41504,QSO
59589,GALAXY
14907,GALAXY
71234,STAR
47025,GALAXY
86866,STAR
87356,STAR
41920,STAR
26308,STAR
15784,GALAXY
17086,GALAXY
36992,GALAXY
5638,STAR
2512,QSO
25892,GALAXY
28338,GALAXY
52264,GALAXY
34018,STAR
21980,QSO
3943,GALAXY
38889,GALAXY
27273,QSO
24034,STAR
70884,GALAXY
20981,STAR
77467,GALAXY
70300,STAR
73750,STAR
38536,GALAXY
48028,STAR
5598,GALAXY
80597,GALAXY
72880,STAR
47085,GALAXY
7813,QSO
73039,STAR
46295,GALAXY
77746,GALAXY
2229,GALAXY
50117,GALAXY
67923,STAR
82953,GALAXY
61507,GALAXY
37895,GALAXY
57810,GALAXY
21703,GALAXY
72788,GALAXY
58967,GALAXY
2121,GALAXY
16655,QSO
79395,STAR
92453,GALAXY
44245,QSO
20689,STAR
83625,GALAXY
65942,GALAXY
38954,STAR
43820,QSO
27753,GALAXY
60867,GALAXY
71541,STAR
4013,QSO
22800,GALAXY
25142,GALAXY
67155,GALAXY
73424,GALAXY
73898,GALAXY
85603,STAR
14312,GALAXY
27657,GALAXY
53207,GALAXY
15665,STAR
72562,GALAXY
81005,QSO
52011,GALAXY
74220,GALAXY
16583,GALAXY
22319,STAR
52513,GALAXY
78534,GALAXY
42111,STAR
87956,STAR
52823,QSO
85763,GALAXY
47088,GALAXY
32603,QSO
20858,QSO
18390,STAR
68823,GALAXY
54270,GALAXY
55301,GALAXY
17033,QSO
74780,GALAXY
36125,GALAXY
93682,GALAXY
1154,GALAXY
323,GALAXY
510,QSO
23630,GALAXY
35109,GALAXY
83397,GALAXY
84547,GALAXY
84702,STAR
82986,STAR
73094,GALAXY
57023,GALAXY
80618,QSO
31845,QSO
20305,GALAXY
46037,STAR
65777,GALAXY
1023,GALAXY
99504,QSO
68180,QSO
50470,GALAXY
94336,GALAXY
80983,QSO
68188,GALAXY
8793,GALAXY
31780,QSO
23444,STAR
99056,STAR
45423,GALAXY
64026,GALAXY
87515,QSO
16395,GALAXY
39781,GALAXY
79825,QSO
90962,QSO
37090,GALAXY
20530,GALAXY
21590,QSO
16088,GALAXY
48512,GALAXY
19418,GALAXY
87034,GALAXY
42508,GALAXY
48927,QSO
95779,GALAXY
72299,GALAXY
71980,GALAXY
78663,GALAXY
37847,STAR
1182,GALAXY
30190,GALAXY
81052,GALAXY
24066,QSO
47236,STAR
89793,GALAXY
73392,GALAXY
5821,QSO
70096,QSO
27768,GALAXY
94647,GALAXY
50029,STAR
78793,GALAXY
42748,STAR
98431,GALAXY
39516,QSO
79737,QSO
80066,GALAXY
59183,STAR
6739,GALAXY
76465,GALAXY
73358,GALAXY
98540,GALAXY
43606,GALAXY
18903,GALAXY
9056,GALAXY
40419,STAR
89467,STAR
53370,GALAXY
39733,QSO
27156,GALAXY
5064,GALAXY
60320,QSO
67505,GALAXY
54956,QSO
46929,GALAXY
66333,QSO
99166,GALAXY
8526,GALAXY
19316,STAR
88674,GALAXY
53977,GALAXY
65499,QSO
63741,STAR
72579,GALAXY
94124,STAR
89444,GALAXY
30485,GALAXY
59560,GALAXY
98887,GALAXY
52915,GALAXY
98357,GALAXY
93020,STAR
95250,STAR
99639,GALAXY
24868,GALAXY
11487,STAR
99112,GALAXY
11755,GALAXY
63653,GALAXY
93755,GALAXY
31506,GALAXY
31516,STAR
91922,QSO
28962,STAR
64776,GALAXY
28698,GALAXY
31938,GALAXY
65200,QSO
81124,STAR
20249,QSO
77998,GALAXY
12621,QSO
15171,GALAXY
62224,GALAXY
1473,STAR
9984,STAR
61961,GALAXY
50854,GALAXY
55336,GALAXY
81638,QSO
56176,GALAXY
90895,GALAXY
40714,GALAXY
33749,GALAXY
20976,STAR
82365,GALAXY
69754,GALAXY
87295,STAR
19347,GALAXY
71131,GALAXY
51458,GALAXY
99595,GALAXY
72269,GALAXY
11595,GALAXY
69570,GALAXY
20134,GALAXY
34199,QSO
19510,GALAXY
37239,GALAXY
33679,GALAXY
19284,QSO
52034,QSO
41193,STAR
38565,GALAXY
67242,GALAXY
80853,GALAXY
87539,GALAXY
1186,GALAXY
60372,GALAXY
3641,GALAXY
