u,g,r,i,z,redshift
23.10413,21.41921,20.67596,19.82855,19.56381,3.968432
24.13159,21.15022,19.36232,18.71075,18.43096,0.3839518
21.44643,21.06655,20.95378,20.68126,20.64671,0.0
25.49009,21.80392,20.16622,19.06285,18.68981,0.5393689
21.38653,20.15979,19.60757,19.38726,19.21914,-0.0003442422
22.72288,21.62144,20.45669,19.26514,18.46446,0.7558451
23.83587,21.16211,19.3226,18.69258,18.2215,0.3785586
24.84223,21.47021,19.95472,19.12179,18.61157,-0.0001417115
20.83571,20.01476,19.96038,19.76965,19.48,2.307565
23.58191,22.516,21.92949,21.63637,20.88071,1.022697
21.6024,18.72643,17.37133,16.67177,16.43447,1.967087e-05
23.48864,23.35209,21.61262,20.41925,19.61151,0.7602435
17.53508,17.4555,17.33026,17.38209,17.0203,0.3318799
21.14982,21.14853,20.7629,20.77825,20.87412,1.294018
23.34604,22.69624,20.93733,19.85057,19.53149,0.5757277
18.62366,17.66674,17.35366,17.22885,17.2147,-0.0005743571
20.55626,19.86566,19.69633,19.60899,19.50039,0.0002833693
19.60757,18.40215,17.91201,17.74788,17.66426,0.0008119732
19.79998,23.32222,24.79045,24.3874,22.78931,0.03588827
21.30743,18.06857,16.91989,16.34818,15.89355,0.1199025
21.59512,20.73409,20.42245,19.91196,20.03538,1.706572
25.3378,20.47073,18.78342,18.185,17.82506,0.314068
20.04632,19.79242,19.77985,19.62758,19.62491,0.6644388
18.84957,17.30957,16.60534,16.22378,15.91642,0.06516784
19.17584,18.9956,18.93756,18.73284,18.74145,1.742639
20.7079,20.28021,20.30681,20.17809,20.0783,0.6638691
17.99167,16.94099,16.68523,16.6177,16.62742,-0.0002121947
22.28577,21.57698,20.59166,19.7789,19.28244,0.565449
21.83042,19.38183,17.97972,16.61895,15.87798,-8.190158e-05
23.78514,21.09824,20.59322,20.59229,20.56534,-6.865389e-05
18.5784,17.24726,16.78912,16.62265,16.58176,-3.479188e-05
25.38248,22.36616,20.78539,19.77143,19.27088,0.0001969396
22.74646,22.40505,20.79743,19.87583,19.46177,0.4831657
21.97777,22.1975,20.76361,19.7797,19.55131,0.6268689
25.57881,22.41454,22.18742,21.5822,21.2979,0.7256345
20.89512,18.9535,17.69914,17.23952,16.91358,0.1806829
22.89931,23.23076,21.58246,20.48188,19.40832,-0.0002918822
24.86072,23.65007,21.88176,20.58618,19.87112,0.7461109
21.00392,20.88522,20.46661,20.4829,20.57854,1.301104
24.99466,22.10987,20.34187,19.42907,18.94941,0.4526307
24.55863,23.38029,21.96942,20.89295,19.98706,-0.0002193408
19.49257,19.4262,19.44579,19.18817,19.18898,1.746073
21.40174,21.09306,20.96148,20.96688,20.29619,0.8339528
23.52593,21.21453,19.88125,19.33132,18.96191,2.240202e-05
19.73506,19.11941,18.93679,18.8644,18.7042,2.254122
25.72516,23.62266,21.65535,20.28858,19.52205,0.6857861
19.71744,18.66708,18.3906,18.27769,18.26379,-0.0008464031
23.9524,23.09347,22.70001,21.98278,21.60865,0.8736545
22.15039,21.55311,20.48903,19.53986,19.37885,0.6862003
22.67253,21.42558,20.92305,20.19154,20.45276,-0.0001991668
20.80761,18.65604,17.40848,16.88734,16.55702,0.1841264
21.25799,20.00804,19.41359,19.14203,19.04883,-0.0009568013
20.54521,20.39145,20.14557,20.14944,20.12398,0.988546
21.23785,20.6538,19.85372,19.48312,19.15648,0.4389109
19.05472,18.168,17.91384,17.80368,17.85068,-0.0008432592
25.58991,22.33906,20.85425,19.87144,19.47564,0.511034
22.0366,20.82504,18.97221,18.28397,17.95649,0.3589475
19.83109,18.40285,17.67007,17.28156,16.99166,0.1041778
19.23547,18.01094,17.43902,17.1103,16.97486,0.1092773
21.63577,20.6262,20.08742,19.85209,19.69815,0.8180041
19.69165,19.30315,18.94493,18.70967,18.61615,1.51973
24.14574,20.16224,18.5101,17.93386,17.56249,0.3222028
24.3834,22.35019,20.44151,19.31421,18.76825,0.5803357
24.02412,24.01472,22.01085,20.68793,19.89466,0.7400933
22.36416,21.4085,19.91393,18.85526,18.29706,0.5367862
24.09684,22.08127,19.99078,19.09292,18.54618,0.4782072
21.86605,20.46783,19.95263,19.71769,19.72963,-0.0002612176
19.80409,17.79666,16.86715,16.36258,15.92437,0.046074
18.75352,16.91295,16.02907,15.53224,15.14742,0.04746552
25.50152,21.24862,20.70734,20.49864,20.35678,3.306161
23.64253,23.5133,21.63747,20.32061,19.64125,0.7939938
24.48153,22.20702,20.32255,19.50896,19.10998,0.4606226
21.58183,19.05061,17.96712,17.5499,17.29454,-3.533285e-05
24.84873,21.90342,20.14091,19.28309,18.60866,0.4925128
21.85469,21.60376,19.75078,18.82747,18.48657,0.5152873
25.46554,23.71109,20.97798,19.6641,19.02171,0.654593
21.06645,21.28994,21.1869,21.10418,20.95842,1.041025
23.50143,21.4163,20.11469,19.31723,19.00313,0.5194738
21.26534,20.15319,17.89481,17.34438,17.07493,0.1991299
25.39778,20.98016,19.09549,18.43254,18.06031,0.3806735
20.69224,19.24157,18.59813,18.35702,18.1935,-0.0005791224
22.70526,22.29157,20.42165,19.45324,18.97189,0.4896194
21.46531,20.98208,20.95305,20.60103,20.5063,1.747763
23.82453,22.18374,22.06902,21.95167,21.26587,2.302013
19.86629,18.95502,18.51292,18.42883,18.34628,-0.0009717611
24.22807,22.52073,20.76881,19.66136,19.37197,0.5828238
22.30236,20.70482,19.87654,19.66024,19.40404,-6.57436e-06
22.06865,22.07543,21.49331,21.02215,21.19063,0.9342923
21.22965,21.14195,21.12301,20.82442,20.63469,1.628541
19.02521,18.79474,18.49196,18.43808,18.48297,1.146411
19.21908,17.45641,16.86129,16.50977,16.26507,0.03458565
21.41721,19.36276,17.89638,17.36697,17.03609,0.2631366
25.51089,22.27013,20.65537,19.7307,19.46463,0.5066914
23.84052,22.0716,20.24364,19.37836,18.78138,0.5153358
25.32439,22.5613,22.59576,21.1841,20.66535,1.018354
21.51779,19.94116,19.09928,18.3855,17.74483,1.766974
19.07056,18.10831,17.83102,17.7391,17.77046,-0.0007017142
19.03519,17.47085,16.86022,16.63442,16.49818,-0.0001376987
24.51516,23.4705,22.36613,21.89153,22.69606,1.107705
22.29967,21.57523,21.44296,21.45354,20.5529,-0.0007441341
20.44284,20.12736,19.59476,19.48727,19.45917,1.336418
23.36418,22.54304,22.03165,20.97267,21.90327,0.8362084
24.40006,22.80552,20.96217,19.82018,19.31467,0.6190903
24.40719,21.64609,20.8548,20.83281,19.66453,0.3522364
22.74826,21.62796,21.52783,21.42459,21.16252,2.365172
24.97353,22.89656,20.97409,20.03812,19.4465,0.5058531
23.56423,21.53033,21.17091,21.10749,20.66102,1.117606
22.74794,22.33671,21.78738,21.19975,20.85993,0.7054026
24.8793,22.17774,20.68969,19.66085,19.19205,0.6121132
21.91752,22.09936,20.40067,19.31271,18.44132,2.739503e-05
20.26798,18.4385,17.40586,16.95622,16.5525,0.1065889
22.47272,22.25063,21.81275,21.15576,21.09399,0.5388008
21.46207,20.41913,20.22078,20.16977,20.14037,0.0001606086
23.68924,21.54227,19.60377,18.94859,18.50379,0.3743335
16.56795,15.44037,15.36913,15.40155,15.42817,-0.0001264738
20.55018,18.39576,17.28782,16.82716,16.4934,0.1469959
19.21371,17.83238,16.94532,16.53657,16.20161,0.1515211
25.50739,22.27583,20.89319,19.82066,19.24051,0.5226065
21.41101,19.9188,19.21778,18.92199,18.78041,-0.0001401506
24.82666,21.70036,20.06917,19.24519,18.79991,0.4511228
23.92169,22.46463,20.72814,19.72945,19.10497,0.5598423
24.82299,21.91017,20.07367,19.16519,18.86999,0.4384492
18.08866,16.58898,15.79977,15.39173,15.1055,0.09932279
23.39771,22.21356,20.762,19.78805,19.56443,0.5311909
17.81949,16.72881,16.57971,16.54235,16.55298,0.0003107528
21.84113,21.05314,20.91519,20.78555,20.40248,2.317617
19.28464,17.96196,17.4366,17.08011,16.86222,0.04592649
23.11002,23.118,22.58979,21.79354,21.47573,0.7102087
16.91644,15.95351,15.62098,15.52661,15.50072,-4.944226e-05
22.17037,19.67828,18.20395,17.23913,16.72631,-2.965421e-05
19.26143,18.10998,18.32167,18.49137,18.58958,0.0003081165
20.77856,18.64509,17.61799,17.11665,16.7194,0.1016175
23.37683,22.70125,21.14476,18.88025,17.61152,-9.903313e-05
21.11519,19.12895,17.79753,17.30384,16.94194,0.2127761
26.40429,21.32754,19.29281,18.55412,18.12891,0.3659442
21.34312,20.91807,19.91077,19.16099,18.93331,0.4540291
23.98936,21.35198,21.08111,20.94552,21.23439,-0.0006875656
22.52463,20.89212,19.13944,18.4271,17.99276,0.3909045
23.4928,20.5042,18.72091,18.09067,17.66013,0.3431735
22.78069,22.16278,20.57668,19.78972,19.31791,0.4367211
21.92203,20.90587,19.08453,18.3512,17.90784,0.4278618
24.35492,21.34694,20.44696,20.35917,20.335,3.574113
24.32606,22.46279,20.67983,19.75996,19.38915,0.5335314
21.29241,20.75435,19.94866,19.08977,18.50478,0.7002128
22.2883,20.13398,18.54153,17.95333,17.576,0.2866573
23.91188,23.09675,21.2597,20.05613,19.39358,0.7412531
24.06288,20.89224,19.50455,18.74508,18.34747,-0.0002010664
21.45435,18.61618,17.35849,16.86201,16.58754,-0.0002444727
22.7611,22.20377,22.12595,21.94891,22.05691,1.802851
18.29965,17.89133,17.78775,17.70137,17.49177,2.16178
20.71774,20.63771,20.63763,20.42859,20.3473,1.672098
22.62824,21.86349,20.50636,19.69138,19.11537,0.5328371
23.93046,21.79579,21.34557,21.16921,21.12785,4.029873e-05
18.17708,16.81567,16.18902,15.91407,15.76404,-0.0005279963
18.93716,17.62981,17.10279,16.91619,16.83331,-1.308831e-05
22.37971,21.23121,19.65561,17.62947,16.4365,0.0001377728
25.72075,22.03792,20.09835,19.16521,18.4931,0.5078201
17.24664,16.08354,15.50375,15.19859,14.97182,0.03916656
22.89404,21.63278,20.48769,19.70376,19.11386,0.5475634
19.45091,18.4549,18.18786,18.072,18.00937,6.240248e-05
23.39135,21.07255,19.23765,18.37136,17.81345,0.4579096
19.50851,18.07789,16.93314,16.47498,16.13448,0.2169674
21.16131,19.13995,17.67299,17.17586,16.79386,0.2515898
26.75752,24.45655,21.51336,20.29082,19.58034,0.6405165
20.15892,19.85986,19.76457,19.52977,19.63526,1.645903
21.61057,19.2287,18.22345,17.89063,17.97943,-0.0001568656
23.16559,20.77392,19.76945,19.41868,19.20232,2.615679
19.9873,19.24359,19.23531,19.08316,18.7394,2.35003
21.00992,19.28132,18.54124,18.2231,18.08203,0.0001506217
20.46513,18.45989,17.25351,16.77253,16.4656,0.1747448
19.19772,18.08563,17.82569,17.73397,17.7375,-0.0006487815
22.54187,20.50707,18.82511,18.26034,17.94687,0.3130914
24.6328,23.15197,21.41639,20.2908,19.64202,0.632521
18.79591,17.7992,17.43758,17.28618,17.26523,0.0002716387
26.28447,21.45279,19.6839,18.75281,18.23124,0.5185242
19.81284,18.30883,17.70251,17.4466,17.39591,0.007548403
20.80386,18.84118,17.53377,17.02804,16.67836,0.1989007
22.1756,21.6164,20.33412,19.57388,19.22971,0.5386692
27.31759,22.46862,20.64507,19.34373,18.72393,0.617924
23.99727,22.46793,21.04762,19.66205,19.11423,0.6464033
22.195,21.33665,19.4551,18.67795,18.1876,0.4039425
20.04846,19.85394,19.73986,19.46274,19.41712,1.650056
19.41128,18.30597,17.71063,17.32008,17.10476,0.1169641
22.12267,21.699,21.6705,21.33254,20.99477,1.659121
25.0467,22.1494,20.30982,19.39292,19.05099,0.4570746
22.74393,19.96655,18.81003,18.37313,18.2139,0.0001066934
23.90522,21.00883,20.21216,19.82343,19.47235,-0.001489851
20.95946,19.03488,17.69423,17.10756,16.65821,0.1843894
24.02405,23.04365,21.71527,20.58046,19.66987,0.6095598
24.74505,19.76241,18.91154,18.35433,18.2229,2.797634e-05
22.819,22.49034,22.53845,22.26759,21.15037,1.018515
20.99125,20.95028,20.7154,20.73259,20.5947,1.321272
23.6846,22.3337,20.62206,19.63256,19.2122,0.5071865
19.13628,18.14155,17.82468,17.70068,17.66212,5.49183e-07
23.99126,23.01829,21.31259,19.99484,19.20531,0.6317571
19.11434,17.7405,16.85327,16.42045,16.00099,0.03453565
20.50305,19.65834,18.94127,18.70521,18.32246,0.2771496
23.83405,22.57765,20.51389,19.53238,19.16604,0.5185249
23.27606,22.26018,20.75441,19.69372,19.27623,0.6350772
22.07672,20.46932,20.40843,20.46789,20.85609,5.03538
21.1928,19.603,18.15534,17.59688,17.20125,0.2722793
23.82116,24.16526,22.63112,20.83712,19.7205,0.8805565
19.39102,18.01544,17.25418,16.84352,16.53227,0.06482137
20.17256,18.33714,17.45788,17.02015,16.7068,0.07645519
20.77868,20.66516,20.70025,20.4466,20.4069,1.807787
22.87813,21.25636,19.4023,18.7167,18.36624,0.421701
24.47491,24.35452,22.47901,20.68675,19.99341,0.6463219
22.3093,21.94735,21.84835,21.74998,21.38476,2.235465
22.82218,21.74302,20.32914,19.51447,18.9647,0.4741586
20.71448,19.28095,18.70831,18.52607,18.40443,-0.0005276363
19.39325,16.82884,15.68132,15.28289,15.02773,8.925032e-06
20.2897,18.73164,18.11774,17.89612,17.8098,-8.014527e-05
22.23059,21.37951,19.57246,18.73476,18.30497,0.4819393
23.06471,22.06721,20.79959,19.88519,19.45336,0.4865533
24.60472,22.08305,20.79938,19.85491,19.3263,0.5077661
24.03157,21.97892,21.94379,22.07505,21.98717,1.26749
19.83712,19.72261,19.47498,18.57312,17.92602,3.003214e-05
21.95196,21.82577,21.65993,21.72295,21.11213,2.121081
23.47385,22.13587,20.50513,19.69918,19.29008,0.5073875
22.1032,21.36738,19.71943,18.93536,18.42069,0.4527555
22.36056,20.91412,20.64112,20.4161,20.2865,0.4015276
24.10055,21.28918,19.88709,19.08753,18.89241,0.5254471
19.32374,18.98288,18.93243,18.80024,18.61543,2.228995
22.1039,21.84711,20.33299,19.45987,19.03411,0.5036664
25.87926,22.14964,20.79135,19.99058,19.60792,0.4420482
24.08077,22.16854,22.64995,21.68812,22.08056,-7.763011e-07
18.23981,17.29343,16.99688,16.87201,16.85243,-0.0008058153
22.69688,21.61826,21.60827,21.30622,21.73289,0.0
19.16897,17.22808,16.24723,15.75972,15.3552,0.08128229
22.13131,19.95849,18.97168,18.48506,18.30429,-0.0001684252
26.47271,21.53641,19.71717,18.83689,18.25882,0.5131474
23.92179,21.64773,21.21046,20.43066,20.89446,0.5956828
21.00793,19.62881,18.17052,17.6581,17.31138,0.2739782
19.8301,18.57938,18.09822,17.91106,17.84195,-0.0001118479
20.52869,18.57389,17.72781,17.35127,17.08467,0.05049625
20.33831,19.23195,18.86844,18.7331,18.70715,3.625714e-05
23.7926,22.29757,21.07828,20.02285,19.24929,6.468876e-08
20.54077,20.54807,20.32315,20.22114,20.12551,1.194811
21.27466,19.49459,18.70739,18.45939,18.3272,6.493351e-05
22.5187,19.81184,18.53173,17.99349,17.73662,0.0001027849
20.585,20.26323,20.10976,20.04706,19.7291,2.129776
21.74467,21.31697,20.88735,20.64232,20.69718,1.169943
21.95868,21.61421,20.72765,19.79051,19.31201,0.0
20.168,19.40164,19.00698,18.6967,18.61708,0.1935968
19.05906,17.47917,16.64213,16.21414,15.91177,0.1035132
23.09507,21.93775,21.82997,21.89086,21.34184,2.734102
24.46623,20.95607,20.02497,19.7471,19.54065,3.441399
22.09429,22.22636,20.92587,19.87214,19.38842,1.896307
21.31499,20.89165,20.70896,20.75109,20.66842,1.369172
20.00493,19.06722,18.64541,18.45582,18.39297,0.000372717
21.5867,21.67507,21.50481,21.1789,20.7982,2.018269
22.53818,21.31704,20.80824,20.67022,20.61675,0.0004089437
19.1687,18.13842,17.55935,17.23826,17.18512,0.1274932
22.249,22.09963,22.03326,21.63312,22.00787,1.677565
22.67827,22.33736,20.55712,19.74815,19.29806,0.4578666
21.14026,18.79558,17.46955,16.9329,16.57325,0.2002705
20.27285,18.93078,18.32809,18.04796,17.89587,2.265703e-05
25.33228,20.52242,18.79495,18.0895,17.64055,0.4089441
21.56209,20.18212,19.59109,19.41638,19.32503,-0.0004770804
25.62205,20.14413,19.41086,18.71518,18.22032,0.2973756
25.5708,23.08286,21.19087,20.05113,19.40093,0.6390292
21.6966,18.6564,17.66335,17.37224,17.3255,7.575817e-05
23.26999,20.58706,19.17463,18.59378,18.27235,0.2723845
19.47097,18.22828,17.71824,17.56168,17.52713,-4.296033e-05
22.26056,21.55117,21.48048,20.98105,20.91587,1.793344
22.33377,21.555,20.53292,20.18137,19.71936,0.3322782
18.50012,17.76494,17.36155,17.00383,17.00269,0.1413461
19.06954,17.96525,17.45178,17.09188,16.8711,0.06408535
22.44657,22.31415,21.90318,20.93418,20.60703,0.7909737
21.50928,21.50123,21.20647,21.16819,21.41535,1.44328
23.49139,22.3516,20.75105,19.68368,19.45413,0.514268
23.16542,21.93918,21.36336,21.27016,20.85012,-0.0009378451
21.45037,20.38137,19.22762,18.75999,18.38799,0.3616226
19.97992,17.69879,16.65801,16.12932,15.72287,0.06455883
17.86249,17.51179,17.30624,17.08473,17.01393,0.4910334
26.17892,22.54016,21.13945,20.01443,19.43534,0.6535189
23.20728,21.59484,21.31533,21.57566,21.58218,2.643308
20.08064,18.32671,17.50701,17.13671,16.8679,0.1140583
21.70552,21.20169,20.33304,19.83761,19.53215,0.6131583
25.82963,21.96391,20.53671,19.53078,19.14613,0.5220736
20.37785,18.39127,17.46851,17.03825,16.71948,0.1006044
23.29076,21.82211,21.61138,21.29576,21.06864,1.251403
21.20374,19.04883,17.66331,17.17624,16.82166,0.2370338
22.0605,21.15823,20.72285,20.58759,20.78131,-0.0002145373
19.04507,17.75061,17.80412,17.88666,17.92257,-2.357999e-05
20.21158,18.66251,17.9026,17.54274,17.28347,0.07833673
18.95682,16.46415,15.35395,14.92082,14.68012,-3.355186e-05
21.02929,20.64787,20.63214,20.42086,20.07811,2.084698
20.01813,17.89124,16.77464,16.21764,15.7939,0.1503503
24.635,20.96634,20.40909,20.24632,22.82689,-0.0005258273
20.03516,18.29266,17.42199,17.057,16.72444,0.1286069
23.86012,21.56867,24.80203,19.33996,20.41069,-0.0001224661
16.13768,15.00353,14.62913,14.47736,14.47368,9.405919e-05
19.60516,19.44056,19.12135,19.06582,19.11939,1.388931
22.94822,23.1646,22.19077,21.44562,21.29263,1.045129
21.84513,21.36286,21.58503,21.41537,21.07808,2.030807
23.30828,25.08432,21.7622,20.53478,19.70829,0.7674617
20.53878,20.55291,20.48836,20.35421,20.17184,2.036231
17.9297,17.0955,16.75965,16.63619,16.58196,2.679632e-05
23.83733,22.19784,20.69683,19.57586,19.11215,-4.223405e-05
22.36888,21.53756,21.67721,21.45664,21.30626,2.252127
20.42132,20.17719,20.00024,19.71013,19.83913,1.803125
16.77374,15.61087,15.30002,15.19575,15.16653,8.843035e-06
26.22758,22.81286,20.95168,19.70899,19.14124,0.6104841
24.81061,22.78231,21.99745,21.54642,20.90852,6.586975
22.88781,20.99744,19.9739,19.68747,19.27195,-1.597797e-05
25.01649,22.41006,20.71634,19.6886,19.1389,0.490049
18.28214,18.00716,18.10155,17.98011,18.00343,0.5150613
22.04604,21.24455,19.38703,18.66812,18.15762,0.3611972
23.98805,21.91994,20.48259,19.61595,19.08491,0.5668978
23.45575,20.51566,19.23601,19.12796,18.4053,-0.000630436
22.40278,22.12473,22.08261,21.59223,21.04653,2.073069
22.5594,21.00865,19.41047,18.56024,18.17188,0.4634008
21.8252,20.69444,20.42669,20.22984,20.0591,-0.0001496501
22.51849,20.89415,20.59962,20.57733,20.67821,-0.0001306772
20.81164,18.59615,17.80167,17.31441,17.13728,0.06569512
27.36572,22.11996,20.22337,19.05396,18.33701,0.6192873
19.74879,18.26038,17.64155,17.26828,17.13051,0.1191557
23.9903,23.34352,22.40345,22.52137,21.52803,1.03356
17.13482,16.11982,15.7357,15.4673,15.29792,0.03734571
21.91563,20.87115,19.65009,19.97222,19.26584,0.3367354
19.55278,17.92391,17.19517,16.84723,16.60922,0.02853747
26.43456,21.59817,19.83072,18.71169,18.23462,0.5038816
23.76776,22.23785,20.53965,19.4832,18.92838,0.5790282
19.72605,17.89126,16.88063,16.43659,16.07824,0.121085
19.80735,18.73934,18.43892,18.31536,18.2593,-0.000400653
20.92453,19.19111,18.29737,17.89395,17.5421,0.1042296
20.17667,18.11227,16.99941,16.52161,16.1567,0.1382464
27.90407,21.35511,19.88097,18.74782,18.26627,0.6539502
19.55798,19.13401,19.26255,19.42479,19.61122,-0.0001294933
20.51522,18.41981,17.54,17.17131,16.90548,0.05936908
22.16651,21.91472,20.69897,19.92298,19.5517,0.4271204
20.15536,20.00504,19.8147,19.68412,19.42013,2.096071
25.80976,23.24868,21.22188,20.15395,19.46201,0.6225613
25.10174,23.06618,22.557,21.52077,20.81181,1.017365
18.35526,17.18513,16.77346,16.60878,16.57319,0.0001979693
23.28943,23.26831,21.99218,21.24362,21.72939,1.784536
23.25084,20.8588,19.045,18.34898,17.85697,0.3401554
25.14441,21.24109,20.80356,20.62617,20.37975,1.152506
22.89137,24.34437,22.62367,21.35632,19.66967,0.8337703
20.32189,19.31075,18.94792,18.89141,18.76421,-3.184802e-05
20.02832,19.93558,19.99149,19.77365,19.89405,1.83551
19.59588,19.52327,19.63233,19.42943,19.55299,1.668799
25.29052,21.21343,19.53355,18.51546,18.01344,0.5201865
20.12266,17.41632,16.13945,15.58728,15.26352,-5.380062e-05
25.97334,23.83285,22.00487,20.59438,19.83604,0.7085943
24.11313,21.13165,19.74189,18.46858,17.85016,-7.610235e-05
23.54985,21.93556,20.62413,19.76846,19.32183,-0.0001532675
20.87764,25.09946,18.06252,17.55827,17.39156,0.07340424
22.05638,19.78706,18.2063,17.64715,17.33299,0.2820757
21.84098,20.64346,20.24754,20.09843,20.05821,-0.0004833954
20.30141,18.44984,17.40112,16.99064,16.63638,0.1349832
21.45067,20.09277,18.48628,17.84682,17.47763,0.2954154
25.67874,22.39283,20.78885,19.84618,19.48219,0.5864075
23.46925,22.95472,21.50082,20.44583,19.67851,0.6370414
20.28269,18.43711,17.37835,16.95356,16.59755,0.1354015
20.68856,19.10693,18.45072,18.19795,18.07088,4.258676e-05
21.50886,21.25485,20.91762,21.01148,20.92613,1.009002
18.82584,17.5153,17.56582,17.6348,17.662,-0.0002362269
23.03335,25.98996,22.46177,21.22763,19.97767,0.8465902
20.66819,19.15637,17.97047,17.45656,17.16553,0.2438628
19.39821,17.34562,16.51025,16.15978,15.95876,0.0
19.14585,17.21773,16.37415,15.97288,15.66601,0.06103053
22.54682,20.4752,18.75233,18.05271,17.7149,0.3734455
21.39908,20.25892,19.99282,19.83807,19.80198,-0.0007981311
20.00149,18.28366,17.24519,16.81628,16.44792,0.1331442
25.12788,21.59064,19.9606,19.03206,18.63324,0.5492514
19.19498,19.09552,18.85401,18.68724,18.58626,1.473378
24.60668,22.46523,20.55987,19.59917,18.93394,0.5194128
20.61258,17.88757,16.84193,16.48551,16.2972,-0.000123035
20.92894,18.911,17.70871,17.22224,16.83559,0.1593169
24.16675,25.65098,22.001,20.74708,19.95318,0.0006903899
26.88626,21.77774,20.4322,19.60288,19.14694,0.475168
20.68416,20.25711,19.29935,18.83242,18.38354,0.3854271
18.49353,17.25147,16.67879,16.33063,16.0975,0.07052951
25.44419,21.75432,20.07843,19.26531,18.8868,0.454128
23.47431,21.07767,19.88409,19.46744,19.18485,-9.055433e-05
23.98451,22.56239,21.22471,19.81445,18.96188,1.611686e-05
25.52109,22.01109,20.31646,19.52948,19.11885,0.3367525
23.2124,25.27475,22.79046,21.39751,19.9045,-7.377268e-06
19.26077,18.9936,18.8587,18.67356,18.74827,1.506381
18.99513,16.95961,15.9396,15.47219,15.09712,0.09594602
16.3994,15.2335,15.11514,20.06216,22.82654,0.02374987
21.30461,19.59996,18.12269,17.56507,17.21148,0.2521285
24.50872,21.95803,20.22029,19.32217,18.8259,0.4938597
22.4951,20.59848,19.70928,18.95181,18.55178,0.2475919
24.4989,22.91099,21.2754,20.06511,19.55567,0.6780577
24.37785,21.13535,20.18825,19.90167,19.78387,-0.0001840924
23.68822,22.16068,20.37524,19.3899,19.01316,0.5271993
25.1178,21.52999,19.86671,19.00521,18.59293,0.5097597
20.62906,20.3135,20.1835,19.93369,19.86954,1.635489
25.02973,22.68155,20.821,19.76653,19.37731,0.5580871
22.53043,21.22256,19.40049,18.42237,17.85183,0.5185823
22.54011,21.86183,20.55781,19.55342,19.20056,0.6991263
22.99943,21.90472,21.85548,21.31949,20.51274,0.9075877
23.22581,20.78328,19.3641,18.8785,18.58535,0.0002214047
19.11688,18.14245,17.80268,17.54352,17.36107,0.05886049
23.82581,22.49353,21.32948,19.81026,19.22052,-8.29869e-05
23.21066,22.24539,20.62934,19.59546,19.09308,0.5530704
24.85354,23.29223,21.90157,20.60514,19.75454,0.0002749291
24.91848,22.32001,21.48883,21.08103,20.83873,0.6292596
24.70598,21.95245,20.09699,19.27496,18.74326,0.478779
19.40657,17.83981,17.1165,16.68283,16.39655,0.06872569
19.17512,16.82696,16.03676,15.60736,15.26118,0.03839008
25.96782,22.12945,20.19705,19.33346,18.89929,0.5053916
24.74855,23.38333,20.51114,19.50175,19.0112,0.5504961
23.13668,22.34622,21.16556,20.1195,19.46463,0.7205718
19.53349,18.21409,17.68586,17.45686,17.39417,-0.0001916252
22.62908,21.07242,19.55184,18.42597,17.77751,-9.716381e-05
22.05774,21.67693,21.80227,21.42385,21.08716,2.216168
24.65451,22.34531,20.76771,19.73734,19.39038,0.5162081
21.28992,21.3672,21.2841,21.03619,20.65615,1.826948
21.16104,19.05628,17.75909,17.22842,16.85371,0.1769432
26.16212,22.30766,20.5906,19.67435,19.16697,0.5053326
23.07627,22.55316,22.71277,20.41454,20.30119,8.554634e-05
21.94129,20.3345,19.80958,19.75478,19.18962,-0.0004198433
19.65204,17.60821,16.54486,16.06505,15.65428,0.08861846
19.17223,18.1935,17.8212,17.72413,17.70157,-3.383943e-05
19.26043,25.77282,17.08282,16.83609,16.71119,-3.127298e-05
22.78535,22.19921,21.96881,22.05514,22.51205,0.5198753
25.53883,23.15136,21.43872,20.28104,19.60197,0.7807482
19.59759,18.68741,18.38568,18.28636,18.25798,-0.0004395531
22.42315,20.22922,18.64554,18.04812,17.63043,0.308856
19.48195,17.85676,17.05355,16.62992,16.34762,0.09023718
24.48243,23.64334,21.63165,20.10853,19.55938,7.220434e-05
25.24284,23.2384,21.53147,20.42048,19.57825,0.5114043
18.7698,17.70662,17.3728,17.19011,17.00054,0.03044113
22.3217,20.24149,18.47115,17.91239,17.53169,0.3312688
22.0872,21.6379,20.41664,19.50183,18.75777,1.152262
26.07076,22.34402,20.84112,19.83144,19.24788,0.5838338
21.70416,20.2342,18.90465,18.47882,18.07779,0.26963
24.61149,23.00131,21.50351,20.38142,19.79096,0.5782536
22.47205,21.76412,20.25451,19.30543,19.00701,0.4800953
22.99592,23.0607,21.59114,20.45755,19.75556,0.5558255
19.13397,17.74139,17.15081,16.8009,16.59122,0.07105713
23.26028,21.19082,20.65326,20.54775,21.07089,-0.000596177
23.11194,23.61784,22.22606,21.94242,20.82502,1.127893
20.05525,19.94658,19.67755,19.61835,19.79315,1.077067
22.5513,21.25638,20.51812,19.60913,19.207,0.53067
22.78726,23.01026,22.18353,21.79668,21.74844,0.9750438
23.09327,21.64467,20.01365,19.14534,18.87498,0.4840958
24.75457,21.05606,21.14128,20.81724,19.57827,-7.556941e-05
22.5373,21.35641,20.80105,20.57221,20.81331,-0.0009439862
22.83189,22.24747,21.66829,21.09264,20.70058,1.936268
19.79087,17.85365,16.95713,16.51501,16.20997,0.06862233
23.01985,21.49991,20.64059,19.8305,20.03028,0.4515772
22.76289,22.81339,21.87074,21.56343,20.9499,1.016399
22.24509,21.71972,22.08148,21.2338,21.39921,0.06109307
